Authors,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,
"Sukonina V., Ma H., Zhang W., Bartesaghi S., Subhash S., Heglind M., Foyn H., Betz M.J., Nilsson D., Lidell M.E., Naumann J., Haufs-Brusberg S., Palmgren H., Mondal T., Beg M., Jedrychowski M.P., Taskén K., Pfeifer A., Peng X.-R., Kanduri C., Enerbäck S.",FOXK1 and FOXK2 regulate aerobic glycolysis,2019,Nature,566,7743,,279,283,,24,10.1038/s41586-019-0900-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061606781&doi=10.1038%2fs41586-019-0900-5&partnerID=40&md5=f485afeea477972652b2e8284a27893d,
"Messal H.A., Alt S., Ferreira R.M.M., Gribben C., Wang V.M.-Y., Cotoi C.G., Salbreux G., Behrens A.",Tissue curvature and apicobasal mechanical tension imbalance instruct cancer morphogenesis,2019,Nature,566,7742,,126,130,,24,10.1038/s41586-019-0891-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061076827&doi=10.1038%2fs41586-019-0891-2&partnerID=40&md5=a870be54448c336755e82ad0a7a2e4a1,
"Yang Y., Zhu D., Yan W., Agarwal A., Zheng M., Joannopoulos J.D., Lalanne P., Christensen T., Berggren K.K., Soljačić M.",A general theoretical and experimental framework for nanoscale electromagnetism,2019,Nature,576,7786,,248,252,,23,10.1038/s41586-019-1803-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076368116&doi=10.1038%2fs41586-019-1803-1&partnerID=40&md5=514fb7cb303cf9f3663df406e00b0042,
"Bazopoulou D., Knoefler D., Zheng Y., Ulrich K., Oleson B.J., Xie L., Kim M., Kaufmann A., Lee Y.-T., Dou Y., Chen Y., Quan S., Jakob U.",Developmental ROS individualizes organismal stress resistance and lifespan,2019,Nature,576,7786,,301,305,,23,10.1038/s41586-019-1814-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85076017247&doi=10.1038%2fs41586-019-1814-y&partnerID=40&md5=c9b08addf343d00ca87b4cfff14767f9,
"Abdalla H., Adam R., Aharonian F., Ait Benkhali F., Angüner E.O., Arakawa M., Arcaro C., Armand C., Ashkar H., Backes M., Barbosa Martins V., Barnard M., Becherini Y., Berge D., Bernlöhr K., Bissaldi E., Blackwell R., Böttcher M., Boisson C., Bolmont J., Bonnefoy S., Bregeon J., Breuhaus M., Brun F., Brun P., Bryan M., Büchele M., Bulik T., Bylund T., Capasso M., Caroff S., Carosi A., Casanova S., Cerruti M., Chand T., Chandra S., Chen A., Colafrancesco S., Curyło M., Davids I.D., Deil C., Devin J., deWilt P., Dirson L., Djannati-Ataï A., Dmytriiev A., Donath A., Doroshenko V., Dyks J., Egberts K., Emery G., Ernenwein J.-P., Eschbach S., Feijen K., Fegan S., Fiasson A., Fontaine G., Funk S., Füßling M., Gabici S., Gallant Y.A., Gaté F., Giavitto G., Giunti L., Glawion D., Glicenstein J.F., Gottschall D., Grondin M.-H., Hahn J., Haupt M., Heinzelmann G., Henri G., Hermann G., Hinton J.A., Hofmann W., Hoischen C., Holch T.L., Holler M., Horns D., Huber D., Iwasaki H., Jamrozy M., Jankowsky D., Jankowsky F., Jardin-Blicq A., Jung-Richardt I., Kastendieck M.A., Katarzyński K., Katsuragawa M., Katz U., Khangulyan D., Khélifi B., King J., Klepser S., Kluźniak W., Komin N., Kosack K., Kostunin D., Kreter M., Lamanna G., Lemière A., Lemoine-Goumard M., Lenain J.-P., Leser E., Levy C., Lohse T., Lypova I., Mackey J., Majumdar J., Malyshev D., Marandon V., Marcowith A., Mares A., Mariaud C., Martí-Devesa G., Marx R., Maurin G., Meintjes P.J., Mitchell A.M.W., Moderski R., Mohamed M., Mohrmann L., Moore C., Moulin E., Muller J., Murach T., Nakashima S., de Naurois M., Ndiyavala H., Niederwanger F., Niemiec J., Oakes L., O’Brien P., Odaka H., Ohm S., de Ona Wilhelmi E., Ostrowski M., Oya I., Panter M., Parsons R.D., Perennes C., Petrucci P.-O., Peyaud B., Piel Q., Pita S., Poireau V., Priyana Noel A., Prokhorov D.A., Prokoph H., Pühlhofer G., Punch M., Quirrenbach A., Raab S., Rauth R., Reimer A., Reimer O., Remy Q., Renaud M., Rieger F., Rinchiuso L., Romoli C., Rowell G., Rudak B., Ruiz-Velasco E., Sahakian V., Sailer S., Saito S., Sanchez D.A., Santangelo A., Sasaki M., Schlickeiser R., Schüssler F., Schulz A., Schutte H.M., Schwanke U., Schwemmer S., Seglar-Arroyo M., Senniappan M., Seyffert A.S., Shafi N., Shiningayamwe K., Simoni R., Sinha A., Sol H., Specovius A., Spir-Jacob M., Stawarz Ł., Steenkamp R., Stegmann C., Steppa C., Takahashi T., Tavernier T., Taylor A.M., Terrier R., Tiziani D., Tluczykont M., Trichard C., Tsirou M., Tsuji N., Tuffs R., Uchiyama Y., van der Walt D.J., van Eldik C., van Rensburg C., van Soelen B., Vasileiadis G., Veh J., Venter C., Vincent P., Vink J., Völk H.J., Vuillaume T., Wadiasingh Z., Wagner S.J., White R., Wierzcholska A., Yang R., Yoneda H., Zacharias M., Zanin R., Zdziarski A.A., Zech A., Ziegler A., Zorn J., Żywucka N., de Palma F., Axelsson M., Roberts O.J.",A very-high-energy component deep in the γ-ray burst afterglow,2019,Nature,575,7783,,464,467,,23,10.1038/s41586-019-1743-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075358029&doi=10.1038%2fs41586-019-1743-9&partnerID=40&md5=6ee7cce49453c895d00cb0e0e11b953f,
"Yan K., Yang J., Zhang Z., McLaughlin S.H., Chang L., Fasci D., Ehrenhofer-Murray A.E., Heck A.J.R., Barford D.",Structure of the inner kinetochore CCAN complex assembled onto a centromeric nucleosome,2019,Nature,574,7777,,278,282,,23,10.1038/s41586-019-1609-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074206880&doi=10.1038%2fs41586-019-1609-1&partnerID=40&md5=c16bd4b79051721ea11f06065aa89abc,
"Schneider F.R.N., Ohlmann S.T., Podsiadlowski P., Röpke F.K., Balbus S.A., Pakmor R., Springel V.",Stellar mergers as the origin of magnetic massive stars,2019,Nature,574,7777,,211,214,,23,10.1038/s41586-019-1621-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073109005&doi=10.1038%2fs41586-019-1621-5&partnerID=40&md5=94ce95620017c6a4dceb2660178cfc58,
"Zhang Y., Zhang X., Ba Z., Liang Z., Dring E.W., Hu H., Lou J., Kyritsis N., Zurita J., Shamim M.S., Presser Aiden A., Lieberman Aiden E., Alt F.W.",The fundamental role of chromatin loop extrusion in physiological V(D)J recombination,2019,Nature,573,7775,,600,604,,23,10.1038/s41586-019-1547-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072686632&doi=10.1038%2fs41586-019-1547-y&partnerID=40&md5=4f2f27bae35fac4e517db81bf0b64408,
"Koepsell J., Vijayan J., Sompet P., Grusdt F., Hilker T.A., Demler E., Salomon G., Bloch I., Gross C.",Imaging magnetic polarons in the doped Fermi–Hubbard model,2019,Nature,572,7769,,358,362,,23,10.1038/s41586-019-1463-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070776770&doi=10.1038%2fs41586-019-1463-1&partnerID=40&md5=5753e6f7c997d9e0f1ecc91a0ba647a1,
"Lee J., Termglinchan V., Diecke S., Itzhaki I., Lam C.K., Garg P., Lau E., Greenhaw M., Seeger T., Wu H., Zhang J.Z., Chen X., Gil I.P., Ameen M., Sallam K., Rhee J.-W., Churko J.M., Chaudhary R., Chour T., Wang P.J., Snyder M.P., Chang H.Y., Karakikes I., Wu J.C.",Activation of PDGF pathway links LMNA mutation to dilated cardiomyopathy,2019,Nature,572,7769,,335,340,,23,10.1038/s41586-019-1406-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069538243&doi=10.1038%2fs41586-019-1406-x&partnerID=40&md5=97590923fc0c8462ced0953bb36baeee,
"Faelber K., Dietrich L., Noel J.K., Wollweber F., Pfitzner A.-K., Mühleip A., Sánchez R., Kudryashev M., Chiaruttini N., Lilie H., Schlegel J., Rosenbaum E., Hessenberger M., Matthaeus C., Kunz S., von der Malsburg A., Noé F., Roux A., van der Laan M., Kühlbrandt W., Daumke O.",Structure and assembly of the mitochondrial membrane remodelling GTPase Mgm1,2019,Nature,571,7765,,429,433,,23,10.1038/s41586-019-1372-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068802833&doi=10.1038%2fs41586-019-1372-3&partnerID=40&md5=e5e15c3273acff678abed584ab643b71,
"Sutter P., Wimer S., Sutter E.",Chiral twisted van der Waals nanowires,2019,Nature,570,7761,,354,357,,23,10.1038/s41586-019-1147-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064756466&doi=10.1038%2fs41586-019-1147-x&partnerID=40&md5=a71eaba9c004069d9b351a00c125c1f1,
"Iyer S., Suresh S., Guo D., Daman K., Chen J.C.J., Liu P., Zieger M., Luk K., Roscoe B.P., Mueller C., King O.D., Emerson C.P., Jr, Wolfe S.A.",Precise therapeutic gene correction by a simple nuclease-induced double-stranded break,2019,Nature,568,7753,,561,565,,23,10.1038/s41586-019-1076-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063966703&doi=10.1038%2fs41586-019-1076-8&partnerID=40&md5=75a8dad002da32c1d9e1a0a20a9d5a01,
"Kempf A., Song S.M., Talbot C.B., Miesenböck G.",A potassium channel β-subunit couples mitochondrial electron transport to sleep,2019,Nature,568,7751,,230,234,,23,10.1038/s41586-019-1034-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063356378&doi=10.1038%2fs41586-019-1034-5&partnerID=40&md5=00df85a23498f945a40ef5d857f1d3ce,
"Paton D.G., Childs L.M., Itoe M.A., Holmdahl I.E., Buckee C.O., Catteruccia F.",Exposing Anopheles mosquitoes to antimalarials blocks Plasmodium parasite transmission,2019,Nature,567,7747,,239,243,,23,10.1038/s41586-019-0973-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062527531&doi=10.1038%2fs41586-019-0973-1&partnerID=40&md5=f1240dc60e09498e781adf4e4b5c7333,
"Gao Y.Y., Lester B.J., Chou K.S., Frunzio L., Devoret M.H., Jiang L., Girvin S.M., Schoelkopf R.J.",Entanglement of bosonic modes through an engineered exchange interaction,2019,Nature,566,7745,,509,512,,23,10.1038/s41586-019-0970-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062234999&doi=10.1038%2fs41586-019-0970-4&partnerID=40&md5=0b99eb21256ddb84f9f8db1c1e06bf67,
"Ranek M.J., Kokkonen-Simon K.M., Chen A., Dunkerly-Eyring B.L., Vera M.P., Oeing C.U., Patel C.H., Nakamura T., Zhu G., Bedja D., Sasaki M., Holewinski R.J., Van Eyk J.E., Powell J.D., Lee D.I., Kass D.A.",PKG1-modified TSC2 regulates mTORC1 activity to counter adverse cardiac stress,2019,Nature,566,7743,,264,269,,23,10.1038/s41586-019-0895-y,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061233152&doi=10.1038%2fs41586-019-0895-y&partnerID=40&md5=f22a7ac32b072b28b506b03e4b774aa6,
"Chen Y.-W., Wu J., Suppe J.",Southward propagation of Nazca subduction along the Andes,2019,Nature,565,7740,,441,447,,23,10.1038/s41586-018-0860-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060393406&doi=10.1038%2fs41586-018-0860-1&partnerID=40&md5=def2607422643ccf0cfa94d8228f6e8b,
"Pickering R., Herries A.I.R., Woodhead J.D., Hellstrom J.C., Green H.E., Paul B., Ritzman T., Strait D.S., Schoville B.J., Hancox P.J.",U–Pb-dated flowstones restrict South African early hominin record to dry climate phases,2019,Nature,565,7738,,226,229,,23,10.1038/s41586-018-0711-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059796414&doi=10.1038%2fs41586-018-0711-0&partnerID=40&md5=6fb1e79e3c3f204cc54a7836ea17ea1a,
"Lamarche-Gagnon G., Wadham J.L., Sherwood Lollar B., Arndt S., Fietzek P., Beaton A.D., Tedstone A.J., Telling J., Bagshaw E.A., Hawkings J.R., Kohler T.J., Zarsky J.D., Mowlem M.C., Anesio A.M., Stibal M.",Greenland melt drives continuous export of methane from the ice-sheet bed,2019,Nature,565,7737,,73,77,,23,10.1038/s41586-018-0800-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059502232&doi=10.1038%2fs41586-018-0800-0&partnerID=40&md5=6abd165f42d19c8bbc97204bd257b24d,
"Huguenin-Dezot N., Alonzo D.A., Heberlig G.W., Mahesh M., Nguyen D.P., Dornan M.H., Boddy C.N., Schmeing T.M., Chin J.W.","Trapping biosynthetic acyl-enzyme intermediates with encoded 2,3-diaminopropionic acid",2019,Nature,565,7737,,112,117,,23,10.1038/s41586-018-0781-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85059499927&doi=10.1038%2fs41586-018-0781-z&partnerID=40&md5=2ce607f758c51a81c37dabbbdb25d693,
"Kim J., Tan Y.Z., Wicht K.J., Erramilli S.K., Dhingra S.K., Okombo J., Vendome J., Hagenah L.M., Giacometti S.I., Warren A.L., Nosol K., Roepe P.D., Potter C.S., Carragher B., Kossiakoff A.A., Quick M., Fidock D.A., Mancia F.",Structure and drug resistance of the Plasmodium falciparum transporter PfCRT,2019,Nature,576,7786,,315,320,,22,10.1038/s41586-019-1795-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075912326&doi=10.1038%2fs41586-019-1795-x&partnerID=40&md5=47df0bda35cb3920a79aeced303504ee,
"Nair B., Usui T., Crossley S., Kurdi S., Guzmán-Verri G.G., Moya X., Hirose S., Mathur N.D.",Large electrocaloric effects in oxide multilayer capacitors over a wide temperature range,2019,Nature,575,7783,,468,472,,22,10.1038/s41586-019-1634-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074618390&doi=10.1038%2fs41586-019-1634-0&partnerID=40&md5=f82da09f17bc0afb0aa7c9e44b49357e,
"Zhang X., Zhang Y., Ba Z., Kyritsis N., Casellas R., Alt F.W.",Fundamental roles of chromatin loop extrusion in antibody class switching,2019,Nature,575,7782,,385,389,,22,10.1038/s41586-019-1723-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074708865&doi=10.1038%2fs41586-019-1723-0&partnerID=40&md5=c6598eb509c6cabca87b4dcfbe7cd0f6,
"Teague R., Bae J., Bergin E.A.",Meridional flows in the disk around a young star,2019,Nature,574,7778,,378,381,,22,10.1038/s41586-019-1642-0,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073469985&doi=10.1038%2fs41586-019-1642-0&partnerID=40&md5=e60c536711c3cfdb72a5889d147da042,
"Duncan A., Heyer M.P., Ishikawa M., Caligiuri S.P.B., Liu X.-A., Chen Z., Vittoria Micioni Di Bonaventura M., Elayouby K.S., Ables J.L., Howe W.M., Bali P., Fillinger C., Williams M., O’Connor R.M., Wang Z., Lu Q., Kamenecka T.M., Ma’ayan A., O’Neill H.C., Ibanez-Tallon I., Geurts A.M., Kenny P.J.",Habenular TCF7L2 links nicotine addiction to diabetes,2019,Nature,574,7778,,372,377,,22,10.1038/s41586-019-1653-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073431118&doi=10.1038%2fs41586-019-1653-x&partnerID=40&md5=1fd3f4beb156ede6ce32206ef25301a9,
"van der Velden D.L., Hoes L.R., van der Wijngaart H., van Berge Henegouwen J.M., van Werkhoven E., Roepman P., Schilsky R.L., de Leng W.W.J., Huitema A.D.R., Nuijen B., Nederlof P.M., van Herpen C.M.L., de Groot D.J.A., Devriese L.A., Hoeben A., de Jonge M.J.A., Chalabi M., Smit E.F., de Langen A.J., Mehra N., Labots M., Kapiteijn E., Sleijfer S., Cuppen E., Verheul H.M.W., Gelderblom H., Voest E.E.",The Drug Rediscovery protocol facilitates the expanded use of existing anticancer drugs,2019,Nature,574,7776,,127,131,,22,10.1038/s41586-019-1600-x,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074153916&doi=10.1038%2fs41586-019-1600-x&partnerID=40&md5=45694dc0486e5ac4f090e57478a43abc,
"Oberst P., Fièvre S., Baumann N., Concetti C., Bartolini G., Jabaudon D.",Temporal plasticity of apical progenitors in the developing mouse neocortex,2019,Nature,573,7774,,370,374,,22,10.1038/s41586-019-1515-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071663183&doi=10.1038%2fs41586-019-1515-6&partnerID=40&md5=a6953660c99bb155ef0839c57a556880,
"Exposito-Alonso M., Exposito-Alonso M., Gómez Rodríguez R., Barragán C., Capovilla G., Chae E., Devos J., Dogan E.S., Friedemann C., Gross C., Lang P., Lundberg D., Middendorf V., Kageyama J., Karasov T., Kersten S., Petersen S., Rabbani L., Regalado J., Reinelt L., Rowan B., Seymour D.K., Symeonidi E., Schwab R., Tran D.T.N., Venkataramani K., Van de Weyer A.-L., Vasseur F., Wang G., Wedegärtner R., Weiss F., Wu R., Xi W., Zaidem M., Zhu W., García-Arenal F., Burbano H.́A., Bossdorf O., Weigel D., Burbano H.A., Bossdorf O., Nielsen R., Weigel D., 500 Genomes Field Experiment Team",Natural selection on the Arabidopsis thaliana genome in present and future climates,2019,Nature,573,7772,,126,129,,22,10.1038/s41586-019-1520-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071666041&doi=10.1038%2fs41586-019-1520-9&partnerID=40&md5=2935f1169365346a3bc96b9a9e74b667,
"Figgatt C., Ostrander A., Linke N.M., Landsman K.A., Zhu D., Maslov D., Monroe C.",Parallel entangling operations on a universal ion-trap quantum computer,2019,Nature,572,7769,,368,372,,22,10.1038/s41586-019-1427-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069629806&doi=10.1038%2fs41586-019-1427-5&partnerID=40&md5=26265b857769407d6e072a7ef8b4f37c,
"Ng A.H., Nguyen T.H., Gómez-Schiavon M., Dods G., Langan R.A., Boyken S.E., Samson J.A., Waldburger L.M., Dueber J.E., Baker D., El-Samad H.",Modular and tunable biological feedback control using a de novo protein switch,2019,Nature,572,7768,,265,269,,22,10.1038/s41586-019-1425-7,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85069747677&doi=10.1038%2fs41586-019-1425-7&partnerID=40&md5=5fe05e870f3630dcebfb5689484725f8,
"Daza-Martin M., Starowicz K., Jamshad M., Tye S., Ronson G.E., MacKay H.L., Chauhan A.S., Walker A.K., Stone H.R., Beesley J.F.J., Coles J.L., Garvin A.J., Stewart G.S., McCorvie T.J., Zhang X., Densham R.M., Morris J.R.",Isomerization of BRCA1–BARD1 promotes replication fork protection,2019,Nature,571,7766,,521,527,,22,10.1038/s41586-019-1363-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068570449&doi=10.1038%2fs41586-019-1363-4&partnerID=40&md5=fa1ada191e7c5b98d504ef32c299ae94,
"Koepnick B., Flatten J., Husain T., Ford A., Silva D.-A., Bick M.J., Bauer A., Liu G., Ishida Y., Boykov A., Estep R.D., Kleinfelter S., Nørgård-Solano T., Wei L., Players F., Montelione G.T., DiMaio F., Popović Z., Khatib F., Cooper S., Baker D.",De novo protein design by citizen scientists,2019,Nature,570,7761,,390,394,,22,10.1038/s41586-019-1274-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067016340&doi=10.1038%2fs41586-019-1274-4&partnerID=40&md5=157989ced2b97915884365488521433e,
"Burke A.J., Lovelock S.L., Frese A., Crawshaw R., Ortmayer M., Dunstan M., Levy C., Green A.P.",Design and evolution of an enzyme with a non-canonical organocatalytic mechanism,2019,Nature,570,7760,,219,223,,22,10.1038/s41586-019-1262-8,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066860765&doi=10.1038%2fs41586-019-1262-8&partnerID=40&md5=c4edd3819893bdeae7ba4801d91c361d,
"Zhang M., Yan S., Pan W., Jin L.",Phylogenetic evidence for Sino-Tibetan origin in northern China in the Late Neolithic,2019,Nature,569,7754,,112,115,,22,10.1038/s41586-019-1153-z,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064952603&doi=10.1038%2fs41586-019-1153-z&partnerID=40&md5=69481fbb9fc219b4a91881c0da36f786,
Gao J.,How China will protect one-quarter of its land,2019,Nature,569,7757,,457,,,22,10.1038/d41586-019-01563-2,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066487149&doi=10.1038%2fd41586-019-01563-2&partnerID=40&md5=7cda032761f3d322d4d18ee46deebaee,
"Yao W., Rose J.L., Wang W., Seth S., Jiang H., Taguchi A., Liu J., Yan L., Kapoor A., Hou P., Chen Z., Wang Q., Nezi L., Xu Z., Yao J., Hu B., Pettazzoni P.F., Ho I.L., Feng N., Ramamoorthy V., Jiang S., Deng P., Ma G.J., Den P., Tan Z., Zhang S.X., Wang H., Wang Y.A., Deem A.K., Fleming J.B., Carugo A., Heffernan T.P., Maitra A., Viale A., Ying H., Hanash S., DePinho R.A., Draetta G.F.",Syndecan 1 is a critical mediator of macropinocytosis in pancreatic cancer,2019,Nature,568,7752,,410,414,,22,10.1038/s41586-019-1062-1,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063608585&doi=10.1038%2fs41586-019-1062-1&partnerID=40&md5=876d03979339db07d501ce3b10b380c8,
"Cripe J., Aggarwal N., Lanza R., Libson A., Singh R., Heu P., Follman D., Cole G.D., Mavalvala N., Corbitt T.",Measurement of quantum back action in the audio band at room temperature,2019,Nature,568,7752,,364,367,,22,10.1038/s41586-019-1051-4,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063571967&doi=10.1038%2fs41586-019-1051-4&partnerID=40&md5=c37908fbaa45496998dea55170609ab3,
"Ponti G., Hofmann F., Churazov E., Morris M.R., Haberl F., Nandra K., Terrier R., Clavel M., Goldwurm A.",An X-ray chimney extending hundreds of parsecs above and below the Galactic Centre,2019,Nature,567,7748,,347,350,,22,10.1038/s41586-019-1009-6,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063327116&doi=10.1038%2fs41586-019-1009-6&partnerID=40&md5=dcd67b1ab847e78bddf9366cd795defe,
"Pichler K., Kühmayer M., Böhm J., Brandstötter A., Ambichl P., Kuhl U., Rotter S.",Random anti-lasing through coherent perfect absorption in a disordered medium,2019,Nature,567,7748,,351,355,,22,10.1038/s41586-019-0971-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063258606&doi=10.1038%2fs41586-019-0971-3&partnerID=40&md5=dd9fafe56d761089e283d253a9a0378f,
"Patera L.L., Queck F., Scheuerer P., Repp J.",Mapping orbital changes upon electron transfer with tunnelling microscopy on insulators,2019,Nature,566,7743,,245,248,,22,10.1038/s41586-019-0910-3,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061482397&doi=10.1038%2fs41586-019-0910-3&partnerID=40&md5=303364b9f28e73e65418806f41b52e73,
